EX,ID,LIST
SID History was removed from an account. Subject:  Security ID: %6  Account Name: %7  Account Domain: %8  Logon ID: %9 Target Account:  Security ID: %5  Account Name: %3  Account Domain: %4  Additional Information:  Privileges: %10  SID List:  %11 ,4830,"['SID History was removed from an account.', 'Subject:', ' Security ID:%6', ' Account Name:%7', ' Account Domain:%8', ' Logon ID:%9', 'Target Account:', ' Security ID:%5', ' Account Name:%3', ' Account Domain:%4', 'Additional Information:', ' Privileges:%10', ' SID List:%11']"
A namespace collision was detected.  Target Type: %1 Target Name: %2 Forest Root: %3 Top Level Name: %4 DNS Name: %5 NetBIOS Name: %6 Security ID:  %7 New Flags: %8 ,4864,"['A namespace collision was detected.', ' Target Type: %1', 'Target Name: %2', 'Forest Root: %3', 'Top Level Name: %4', 'DNS Name: %5', 'NetBIOS Name: %6', 'Security ID:  %7', 'New Flags: %8']"
A trusted forest information entry was added. Subject:  Security ID:  ACME-FR\administrator Account Name:  administrator Account Domain:  ACME-FR Logon ID:  0x20f9d Trust Information:  Forest Root: mtg.local Forest Root SID: MTG\ Operation ID: 0x3669eb Entry Type: 0 Flags: 0 Top Level Name: mtg.local DNS Name: - NetBIOS Name: - Domain SID: NULL SID  ,4865,"['A trusted forest information entry was added.', 'Subject:', ' Security ID:  ACME-FR\\\\\\\\\\\\\\\\administrator', 'Account Name:  administrator', 'Account Domain:  ACME-FR', 'Logon ID:  0x20f9d', 'Trust Information:', ' Forest Root: mtg.local', 'Forest Root SID: MTG\\\\\\\\\\\\\\\\', 'Operation ID: 0x3669eb', 'Entry Type: 0', 'Flags: 0', 'Top Level Name: mtg.local', 'DNS Name: -', 'NetBIOS Name: -', 'Domain SID: NULL SID']"
A trusted forest information entry was removed. Subject:  Security ID:  ACME-FR\administrator Account Name:  administrator Account Domain:  ACME-FR Logon ID:  0x20f9d Trust Information:  Forest Root: mtg.local Forest Root SID: MTG\ Operation ID: 0x36d49c Entry Type: 1 Flags: 0 Top Level Name: junk.mtg.local DNS Name: - NetBIOS Name: - Domain SID: NULL SID  ,4866,"['A trusted forest information entry was removed.', 'Subject:', ' Security ID:  ACME-FR\\\\\\\\\\\\\\\\administrator', 'Account Name:  administrator', 'Account Domain:  ACME-FR', 'Logon ID:  0x20f9d', 'Trust Information:', ' Forest Root: mtg.local', 'Forest Root SID: MTG\\\\\\\\\\\\\\\\', 'Operation ID: 0x36d49c', 'Entry Type: 1', 'Flags: 0', 'Top Level Name: junk.mtg.local', 'DNS Name: -', 'NetBIOS Name: -', 'Domain SID: NULL SID']"
A trusted forest information entry was added. Subject:  Security ID:  ACME-FR\administrator Account Name:  administrator Account Domain:  ACME-FR Logon ID:  0x20f9d Trust Information:  Forest Root: mtg.local Forest Root SID: MTG\ Operation ID: 0x36b4f4 Entry Type: 1 Flags: 0 Top Level Name: junk.mtg.local DNS Name: - NetBIOS Name: - Domain SID: NULL SID  ,4867,"['A trusted forest information entry was added.', 'Subject:', ' Security ID:  ACME-FR\\\\\\\\\\\\\\\\administrator', 'Account Name:  administrator', 'Account Domain:  ACME-FR', 'Logon ID:  0x20f9d', 'Trust Information:', ' Forest Root: mtg.local', 'Forest Root SID: MTG\\\\\\\\\\\\\\\\', 'Operation ID: 0x36b4f4', 'Entry Type: 1', 'Flags: 0', 'Top Level Name: junk.mtg.local', 'DNS Name: -', 'NetBIOS Name: -', 'Domain SID: NULL SID']"
The certificate manager denied a pending certificate request. Request ID: 6 ,4868,"['The certificate manager denied a pending certificate request.', 'Request ID: 6']"
Certificate Services received a resubmitted certificate request. Request ID: 7 ,4869,"['Certificate Services received a resubmitted certificate request.', 'Request ID: 7']"
Certificate Services revoked a certificate. Serial Number: 12140da0000000000007 Reason: 1 ,4870,"['Certificate Services revoked a certificate.', 'Serial Number: 12140da0000000000007', 'Reason: 1']"
Certificate Services received a request to publish the certificate revocation list (CRL). Next Update: %1 Publish Base: %2 Publish Delta: %3 ,4871,"['Certificate Services received a request to publish the certificate revocation list (CRL).', 'Next Update: %1', 'Publish Base: %2', 'Publish Delta: %3']"
"Certificate Services published the certificate revocation list (CRL). Base CRL: Yes CRL Number: 2 Key Container: acme-fr-WIN-857ZZX6RQHL-CA Next Publish: 12/26/2007 5:38 AM 13.750s Publish URLs: C:\Windows\system32\CertSrv\CertEnroll\acme-fr-WIN-857ZZX6RQHL-CA.crl; ldap:///CN=acme-fr-WIN-857ZZX6RQHL-CA,CN=WIN-857ZZX6RQHL,CN=CDP,CN=Public Key Services,CN=Services,CN=Configuration,DC=acme-fr,DC=local; ",4872,"['Certificate Services published the certificate revocation list (CRL).', 'Base CRL: Yes', 'CRL Number: 2', 'Key Container: acme-fr-WIN-857ZZX6RQHL-CA', 'Next Publish: 12/26/2007 5:38 AM 13.750s', 'Publish URLs: C:\\\\\\\\\\\\\\\\Windows\\\\\\\\\\\\\\\\system32\\\\\\\\\\\\\\\\CertSrv\\\\\\\\\\\\\\\\CertEnroll\\\\\\\\\\\\\\\\acme-fr-WIN-857ZZX6RQHL-CA.crl; ldap:///CN=acme-fr-WIN-857ZZX6RQHL-CA,CN=WIN-857ZZX6RQHL,CN=CDP,CN=Public Key Services,CN=Services,CN=Configuration,DC=acme-fr,DC=local;']"
A certificate request extension changed.  Request ID: %1 Name: %2 Type: %3 Flags: %4 Data: %5 ,4873,"['A certificate request extension changed.', ' Request ID: %1', 'Name: %2', 'Type: %3', 'Flags: %4', 'Data: %5']"
One or more certificate request attributes changed. Request ID: %1 Attributes: %2 ,4874,"['One or more certificate request attributes changed.', 'Request ID: %1', 'Attributes: %2']"
Certificate Services received a request to shut down. ,4875,['Certificate Services received a request to shut down.']
Certificate Services backup started. Backup Type: 1 ,4876,"['Certificate Services backup started.', 'Backup Type: 1']"
Certificate Services backup completed. ,4877,['Certificate Services backup completed.']
Certificate Services restore started. ,4878,['Certificate Services restore started.']
Certificate Services restore completed. ,4879,['Certificate Services restore completed.']
Certificate Services started.  Certificate Database Hash: 21 86 63 d5 ae 80 b9 79 13 2c 0c d3 fd 19 e8 87 ab a1 41 b9 Private Key Usage Count: 0 CA Certificate Hash: 5b 52 68 24 b1 06 0d 7e 62 49 41 f6 da b2 ef d5 2d 34 59 cb CA Public Key Hash: d1 83 30 f5 88 34 c6 76 c6 33 99 cb 30 f0 bc 96 a1 ae d9 4e ,4880,"['Certificate Services started.', 'Certificate Database Hash: 21 86 63 d5 ae 80 b9 79 13 2c 0c d3 fd 19 e8 87 ab a1 41 b9', 'Private Key Usage Count: 0', 'CA Certificate Hash: 5b 52 68 24 b1 06 0d 7e 62 49 41 f6 da b2 ef d5 2d 34 59 cb', 'CA Public Key Hash: d1 83 30 f5 88 34 c6 76 c6 33 99 cb 30 f0 bc 96 a1 ae d9 4e']"
Certificate Services stopped. Certificate Database Hash: 21 86 63 d5 ae 80 b9 79 13 2c 0c d3 fd 19 e8 87 ab a1 41 b9 Private Key Usage Count: 0 CA Certificate Hash: 5b 52 68 24 b1 06 0d 7e 62 49 41 f6 da b2 ef d5 2d 34 59 cb CA Public Key Hash: d1 83 30 f5 88 34 c6 76 c6 33 99 cb 30 f0 bc 96 a1 ae d9 4e ,4881,"['Certificate Services stopped.', 'Certificate Database Hash: 21 86 63 d5 ae 80 b9 79 13 2c 0c d3 fd 19 e8 87 ab a1 41 b9', 'Private Key Usage Count: 0', 'CA Certificate Hash: 5b 52 68 24 b1 06 0d 7e 62 49 41 f6 da b2 ef d5 2d 34 59 cb', 'CA Public Key Hash: d1 83 30 f5 88 34 c6 76 c6 33 99 cb 30 f0 bc 96 a1 ae d9 4e']"
The security permissions for Certificate Services changed. Allow NT AUTHORITY\Authenticated Users  Enroll Allow ACME-FR\Certificate Managers  Certificate Manager Read Enroll Allow ACME-FR\Domain Admins  CA Administrator Certificate Manager Allow ACME-FR\Enterprise Admins  CA Administrator Certificate Manager Allow BUILTIN\Administrators  CA Administrator Certificate Manager  ,4882,['The security permissions for Certificate Services changed. Allow NT AUTHORITY\Authenticated Users  Enroll Allow ACME-FR\Certificate Managers  Certificate Manager Read Enroll Allow ACME-FR\Domain Admins  CA Administrator Certificate Manager Allow ACME-FR\Enterprise Admins  CA Administrator Certificate Manager Allow BUILTIN\Administrators  CA Administrator Certificate Manager  ']
Certificate Services retrieved an archived key.  Request ID: %1 ,4883,"['Certificate Services retrieved an archived key.', ' Request ID: %1']"
Certificate Services imported a certificate into its database. Certificate: %1 Request ID: %2 ,4884,"['Certificate Services imported a certificate into its database.', 'Certificate: %1', 'Request ID: %2']"
The audit filter for Certificate Services changed. Filter: 126 ,4885,"['The audit filter for Certificate Services changed.', 'Filter: 126']"
Certificate Services received a certificate request. Request ID: 4 Requester: ACME-FR\Administrator Attributes:  UserAgent:Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0; SLCC1; .NET CLR 2.0.50727) ccm:WIN-857ZZX6RQHL.acme-fr.local ,4886,"['Certificate Services received a certificate request.', 'Request ID: 4', 'Requester: ACME-FR\\\\\\\\\\\\\\\\Administrator', 'Attributes: ', 'UserAgent:Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0; SLCC1; .NET CLR 2.0.50727)', 'ccm:WIN-857ZZX6RQHL.acme-fr.local']"
"Certificate Services approved a certificate request and issued a certificate. Request ID: 4 Requester: ACME-FR\Administrator Attributes:  UserAgent:Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0; SLCC1; .NET CLR 2.0.50727) ccm:WIN-857ZZX6RQHL.acme-fr.local Disposition: 3 SKI: f4 86 30 6c 7b ed 5d fd 06 c9 60 20 68 fd 62 20 18 7a 0d c3 Subject: CN=Administrator, CN=Users, DC=acme-fr, DC=local ",4887,"['Certificate Services approved a certificate request and issued a certificate.', 'Request ID: 4', 'Requester: ACME-FR\\\\\\\\\\\\\\\\Administrator', 'Attributes: ', 'UserAgent:Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0; SLCC1; .NET CLR 2.0.50727)', 'ccm:WIN-857ZZX6RQHL.acme-fr.local', 'Disposition: 3', 'SKI: f4 86 30 6c 7b ed 5d fd 06 c9 60 20 68 fd 62 20 18 7a 0d c3', 'Subject: CN=Administrator', 'CN=Users', 'DC=acme-fr', 'DC=local']"
Certificate Services denied a certificate request. Request ID: 6 Requester: ACME-FR\administrator Attributes:  Disposition: 2 SKI:  86 00 7d 5e 4a a0 a9 73 d1 28 3c a5 48 57 19 05 b7 e8 cb 44 Subject: ,4888,"['Certificate Services denied a certificate request.', 'Request ID: 6', 'Requester: ACME-FR\\\\\\\\\\\\\\\\administrator', 'Attributes: ', 'Disposition: 2', 'SKI:  86 00 7d 5e 4a a0 a9 73 d1 28 3c a5 48 57 19 05 b7 e8 cb 44', 'Subject: - ']"
Certificate Services set the status of a certificate request to pending. Request ID: 6 ,4889,"['Certificate Services set the status of a certificate request to pending.', 'Request ID: 6']"
"The certificate manager settings for Certificate Services changed. Enable: Yes  Allow ACME-FR\Certificate Managers Everyone Example of ""Do not restrict certificate managers"":  The certificate manager settings for Certificate Services changed. Enable: No ",4890,"['The certificate manager settings for Certificate Services changed.', 'Enable: Yes ', 'Allow ACME-FR\\\\\\\\\\\\\\\\Certificate Managers Everyone']"
A configuration entry changed in Certificate Services. Node: PolicyModules\CertificateAuthority_MicrosoftDefault.Policy Entry: RequestDisposition Value: 257 ,4891,"['A configuration entry changed in Certificate Services.', 'Node: PolicyModules\\\\\\\\\\\\\\\\CertificateAuthority_MicrosoftDefault.Policy', 'Entry: RequestDisposition', 'Value: 257']"
A property of Certificate Services changed. Property: 24 Index: 0 Type: 1 Value: 0 ,4892,"['A property of Certificate Services changed.', 'Property: 24', 'Index: 0', 'Type: 1', 'Value: 0']"
Certificate Services archived a key. Request ID: %1 Requester: %2 KRA Hashes: %3 ,4893,"['Certificate Services archived a key.', 'Request ID: %1', 'Requester: %2', 'KRA Hashes: %3']"
Certificate Services imported and archived a key. Request ID: %1 ,4894,"['Certificate Services imported and archived a key.', 'Request ID: %1']"
Certificate Services published the CA certificate to Active Directory Domain Services. Certificate Hash: %1 Valid From: %2 Valid To: %3 ,4895,"['Certificate Services published the CA certificate to Active Directory Domain Services.', 'Certificate Hash: %1', 'Valid From: %2', 'Valid To: %3']"
One or more rows have been deleted from the certificate database. Table ID: %1 Filter: %2 Rows Deleted: %3 ,4896,"['One or more rows have been deleted from the certificate database.', 'Table ID: %1', 'Filter: %2', 'Rows Deleted: %3']"
Role separation enabled: No Example of enabled The certificate manager settings for Certificate Services changed. Enable: Yes Allow ACME-FR\Certificate Managers BUILTIN\Users Allow ACME-FR\Certificate Managers BUILTIN\Users Allow ACME-FR\Domain Admins Everyone Allow ACME-FR\Enterprise Admins Everyone Allow BUILTIN\Administrators Everyone  ,4897,"['Role separation enabled: No', 'Example of enabled', 'The certificate manager settings for Certificate Services changed.', 'Enable: Yes', 'Allow ACME-FR\Certificate Managers BUILTIN\Users Allow ACME-FR\Certificate Managers BUILTIN\Users Allow ACME-FR\Domain Admins Everyone Allow ACME-FR\Enterprise Admins Everyone Allow BUILTIN\Administrators Everyone ']"
"Certificate Services loaded a template. User v3.1 (Schema V1) CN=User,CN=Certificate Templates,CN=Public Key Services,CN=Services,CN=Configuration,DC=acme-fr,DC=local Template Information:  Template Content:   flags = 0x1023a (66106) CT_FLAG_ADD_EMAIL ==== 0x2 CT_FLAG_PUBLISH_TO_DS ==== 0x8 CT_FLAG_EXPORTABLE_KEY ==== 0x10 (16) CT_FLAG_AUTO_ENROLLMENT ==== 0x20 (32) CT_FLAG_ADD_TEMPLATE_NAME ==== 0x200 (512) CT_FLAG_IS_DEFAULT ==== 0x10000 (65536) msPKI-Private-Key-Flag = 0x10 (16) CT_FLAG_EXPORTABLE_KEY ==== 0x10 (16) msPKI-Certificate-Name-Flag = 0xa6000000 (2785017856)  CT_FLAG_SUBJECT_ALT_REQUIRE_UPN ==== 0x2000000 (33554432) CT_FLAG_SUBJECT_ALT_REQUIRE_EMAIL ==== 0x4000000 (67108864) CT_FLAG_SUBJECT_REQUIRE_EMAIL ==== 0x20000000 (536870912) CT_FLAG_SUBJECT_REQUIRE_DIRECTORY_PATH ==== 0x80000000 (2147483648) msPKI-Enrollment-Flag = 0x29 (41)  CT_FLAG_INCLUDE_SYMMETRIC_ALGORITHMS ==== 0x1 CT_FLAG_PUBLISH_TO_DS ==== 0x8 CT_FLAG_AUTO_ENROLLMENT ==== 0x20 (32) msPKI-Template-Schema-Version = 1 revision = 3 msPKI-Template-Minor-Revision = 1 pKIDefaultKeySpec = 1 pKIExpirationPeriod = 1 Years pKIOverlapPeriod = 6 Weeks cn = User distinguishedName = User pKIKeyUsage = a0 displayName = User templateDescription = User pKIExtendedKeyUsage =  1.3.6.1.4.1.311.10.3.4 Encrypting File System 1.3.6.1.5.5.7.3.4 Secure Email 1.3.6.1.5.5.7.3.2 Client Authentication pKIDefaultCSPs =  Microsoft Enhanced Cryptographic Provider v1.0 Microsoft Base Cryptographic Provider v1.0 msPKI-Supersede-Templates = msPKI-RA-Policies = msPKI-RA-Application-Policies = msPKI-Certificate-Policy = msPKI-Certificate-Application-Policy = pKICriticalExtensions =  2.5.29.15 Key Usage  Security Descriptor:  O:EAG:EAD:PAI(OA;;RPWPCR;0e10c968-78fb-11d2- 90d4-00c04f79dc55;;DA)(OA;;RPWPCR;0e10c968-78fb-11d2-90d4- 00c04f79dc55;;DU)(OA;;RPWPCR;0e10c968-78fb-11d2-90d4- 00c04f79dc55;;EA)(A;;CCDCLCSWRPWPDTLOSDRCWDWO;;;DA) (A;;CCDCLCSWRPWPDTLOSDRCWDWO;;;EA)(A;;LCRPLORC;;;AU) Allow ACME-FR\Domain Admins  Enroll Allow ACME-FR\Domain Users  Enroll Allow ACME-FR\Enterprise Admins  Enroll Allow ACME-FR\Domain Admins  Full Control Allow ACME-FR\Enterprise Admins  Full Control Allow NT AUTHORITY\Authenticated Users  Read  Additional Information:  Domain Controller: WIN-857ZZX6RQHL.acme-fr.local  ",4898,"['Certificate Services loaded a template.,Template Information:', 'Template Content:  %7','Security Descriptor:  %8','Additional Information:','Domain Controller: WIN-857ZZX6RQHL.acme-fr.local']"
A Certificate Services template was updated.  %1 v%2 (Schema V%3) %4 %5 Template Change Information:  Old Template Content: %8 New Template Content:  %7 Additional Information:  Domain Controller: %6 ,4899,"['A Certificate Services template was updated.', ' %1 v%2 (Schema V%3)', '%4', '%5', 'Template Change Information:', ' Old Template Content: %8', 'New Template Content:  %7', 'Additional Information:', ' Domain Controller: %6']"
"Certificate Services template security was updated. User v3.1 (Schema V1) CN=User,CN=Certificate Templates,CN=Public Key Services,CN=Services,CN=Configuration,DC=acme-fr,DC=local  Old Template Content:   flags = 0x1023a (66106) CT_FLAG_ADD_EMAIL ==== 0x2 CT_FLAG_PUBLISH_TO_DS ==== 0x8 CT_FLAG_EXPORTABLE_KEY ==== 0x10 (16) CT_FLAG_AUTO_ENROLLMENT ==== 0x20 (32) CT_FLAG_ADD_TEMPLATE_NAME ==== 0x200 (512) CT_FLAG_IS_DEFAULT ==== 0x10000 (65536)  New Template Content:  flags = 0x3023a (197178) CT_FLAG_ADD_EMAIL ==== 0x2 CT_FLAG_PUBLISH_TO_DS ==== 0x8 CT_FLAG_EXPORTABLE_KEY ==== 0x10 (16) CT_FLAG_AUTO_ENROLLMENT ==== 0x20 (32) CT_FLAG_ADD_TEMPLATE_NAME ==== 0x200 (512) CT_FLAG_IS_DEFAULT ==== 0x10000 (65536) CT_FLAG_IS_MODIFIED ==== 0x20000 (131072) Old Security Descriptor:  O:EAG:EAD:PAI(OA;;RPWPCR;0e10c968-78fb-11d2-90d4-00c04f79dc55;;DA)(OA;;RPWPCR;0e10c968-78fb-11d2-90d4-00c04f79dc55;;DU)(OA;;RPWPCR;0e10c968-78fb-11d2-90d4-00c04f79dc55;;EA)(A;;CCDCLCSWRPWPDTLOSDRCWDWO;;;DA)(A;;CCDCLCSWRPWPDTLOSDRCWDWO;;;EA)(A;;LCRPLORC;;;AU) Allow ACME-FR\Domain Admins Enroll Allow ACME-FR\Domain Users Enroll Allow ACME-FR\Enterprise Admins Enroll Allow ACME-FR\Domain Admins Full Control Allow ACME-FR\Enterprise Admins Full Control Allow NT AUTHORITY\Authenticated Users Read New Security Descriptor:  O:EAG:EAD:PAI(OA;;RPWPCR;0e10c968-78fb-11d2-90d4-00c04f79dc55;;DA)(OA;;RPWPCR;0e10c968-78fb-11d2-90d4-00c04f79dc55;;DU)(OA;;RPWPCR;0e10c968-78fb-11d2-90d4-00c04f79dc55;;EA)(A;;CCDCLCSWRPWPDTLOSDRCWDWO;;;DA)(A;;CCDCLCSWRPWPDTLOSDRCWDWO;;;EA)(A;;CCDCLCSWRPWPDTLOCRSDRCWDWO;;;AU) Allow ACME-FR\Domain Admins Enroll Allow ACME-FR\Domain Users Enroll Allow ACME-FR\Enterprise Admins Enroll Allow ACME-FR\Domain Admins Full Control Allow ACME-FR\Enterprise Admins Full Control Allow NT AUTHORITY\Authenticated Users Full Control Additional Information: Domain Controller: WIN-857ZZX6RQHL.acme-fr.local   Template Change Information: ",4900,"['Certificate Services template security was updated.','Old Template Content:  %9','New Template Content: %7','Old Security Descriptor:  %10','New Security Descriptor:  %8','Additional Information:','Domain Controller: WIN-857ZZX6RQHL.acme-fr.local']"
The Per-user audit policy table was created.  Number of Elements: 0 Policy ID: 0x8d36 ,4902,"['The Per-user audit policy table was created.', ' Number of Elements: 0', 'Policy ID: 0x8d36']"
An attempt was made to register a security event source. Subject :  Security ID:  SYSTEM Account Name:  WIN-857ZZX6RQHL$ Account Domain:  ACME-FR Logon ID:  0x3e7 Process:  Process ID: 0xd8 Process Name: C:\Windows\System32\inetsrv\inetinfo.exe Event Source:  Source Name: IIS-METABASE Event Source ID: 0x167763  ,4904,"['An attempt was made to register a security event source.', 'Subject :', ' Security ID:  SYSTEM', 'Account Name:  WIN-857ZZX6RQHL$', 'Account Domain:  ACME-FR', 'Logon ID:  0x3e7', 'Process:', ' Process ID: 0xd8', 'Process Name: C:\\\\\\\\\\\\\\\\Windows\\\\\\\\\\\\\\\\System32\\\\\\\\\\\\\\\\inetsrv\\\\\\\\\\\\\\\\inetinfo.exe', 'Event Source:', ' Source Name: IIS-METABASE', 'Event Source ID: 0x167763']"
An attempt was made to unregister a security event source. Subject  Security ID:  SYSTEM Account Name:  WIN-857ZZX6RQHL$ Account Domain:  ACME-FR Logon ID:  0x3e7 Process:  Process ID: 0xd8 Process Name: C:\Windows\System32\inetsrv\inetinfo.exe Event Source:  Source Name: IIS-METABASE Event Source ID: 0x167763  ,4905,"['An attempt was made to unregister a security event source.', 'Subject', ' Security ID:  SYSTEM', 'Account Name:  WIN-857ZZX6RQHL$', 'Account Domain:  ACME-FR', 'Logon ID:  0x3e7', 'Process:', ' Process ID: 0xd8', 'Process Name: C:\\\\\\\\\\\\\\\\Windows\\\\\\\\\\\\\\\\System32\\\\\\\\\\\\\\\\inetsrv\\\\\\\\\\\\\\\\inetinfo.exe', 'Event Source:', ' Source Name: IIS-METABASE', 'Event Source ID: 0x167763']"
The CrashOnAuditFail value has changed. New Value of CrashOnAuditFail:  1 ,4906,"['The CrashOnAuditFail value has changed.', 'New Value of CrashOnAuditFail:  1']"
Auditing settings on object were changed. Subject:  Security ID:  WIN-R9H529RIO4Y\Administrator Account Name:  Administrator Account Domain:  WIN-R9H529RIO4Y Logon ID:  0x1fd23 Object:  Object Server: Security Object Type: File Object Name: C:\Users\Administrator\testfolder Handle ID: 0x1d0 Process Information:  Process ID: 0x8c0 Process Name: C:\Windows\explorer.exe Auditing Settings:  Original Security Descriptor:  New Security Descriptor:  S:ARAI (AU;OIIOSAFA;CCDCLCSWRPWPDTLOCRSDRCWDWO;;;WD) ,4907,"['Auditing settings on object were changed.', 'Subject:', ' Security ID:  WIN-R9H529RIO4Y\\\\\\\\\\\\\\\\Administrator', 'Account Name:  Administrator', 'Account Domain:  WIN-R9H529RIO4Y', 'Logon ID:  0x1fd23', 'Object:', ' Object Server: Security', 'Object Type: File', 'Object Name: C:\\\\\\\\\\\\\\\\Users\\\\\\\\\\\\\\\\Administrator\\\\\\\\\\\\\\\\testfolder', 'Handle ID: 0x1d0', 'Process Information:', ' Process ID: 0x8c0', 'Process Name: C:\\\\\\\\\\\\\\\\Windows\\\\\\\\\\\\\\\\explorer.exe', 'Auditing Settings:', 'Original Security Descriptor: ', 'New Security Descriptor:  S:ARAI (AU;OIIOSAFA;CCDCLCSWRPWPDTLOCRSDRCWDWO;;;WD)']"
Special Groups Logon table modified. Special Groups: BUILTIN\Backup Operators ,4908,"['Special Groups Logon table modified.', 'Special Groups: BUILTIN\\\\\\\\\\\\\\\\Backup Operators']"
The local policy settings for the TBS were changed.  Old Blocked Ordinals: %1 New Blocked Ordinals: %2  ,4909,"['The local policy settings for the TBS were changed.', ' Old Blocked Ordinals: %1', 'New Blocked Ordinals: %2']"
The group policy settings for the TBS were changed. Group Policy Setting:  Ignore Default Settings  Old Value:  %1 New Value:  %2 Group Policy Setting:  Ignore Local Settings  Old Value:  %3 New Value:  %4 Old Blocked Ordinals: %5 New Blocked Ordinals: %6  ,4910,"['The group policy settings for the TBS were changed.', 'Group Policy Setting:  Ignore Default Settings', ' Old Value:  %1', 'New Value:  %2', 'Group Policy Setting:  Ignore Local Settings', ' Old Value:  %3', 'New Value:  %4', 'Old Blocked Ordinals: %5', 'New Blocked Ordinals: %6']"
Resource attributes of the object were changed. Subject: Security ID:  %1 Account Name:  %2 Account Domain:  %3 Logon ID:   %4 Object: Object Server:  %5 Object Type:  %6 Object Name:  %7 Handle ID:   %8 Process Information: Process ID:  %11 Process Name:  %12 Resource Attributes: Original Security Descriptor:  %9 New Security Descriptor:   %10 ,4911,"['Resource attributes of the object were changed.', 'Subject:', 'Security ID:  %1', 'Account Name:  %2', 'Account Domain:  %3', 'Logon ID:   %4', 'Object:', 'Object Server:  %5', 'Object Type:  %6', 'Object Name:  %7', 'Handle ID:   %8', 'Process Information:', 'Process ID:  %11', 'Process Name:  %12', 'Resource Attributes:', 'Original Security Descriptor:  %9', 'New Security Descriptor:   %10']"
Per User Audit Policy was changed. Subject:  Security ID:  WIN-R9H529RIO4Y\Administrator Account Name:  Administrator Account Domain:  WIN-R9H529RIO4Y Logon ID:  0x1ba0e Policy For Account:  Security ID:  S-1-5-21-3108364787-189202583-342365621-1002 Policy Change Details:  Category: System Subcategory: Security State Change Subcategory GUID: {0cce9210-69ae-11d9-bed3-505054503030} Changes: Success include added ,4912,"['Per User Audit Policy was changed.', 'Subject:', ' Security ID:  WIN-R9H529RIO4Y\\\\\\\\\\\\\\\\Administrator', 'Account Name:  Administrator', 'Account Domain:  WIN-R9H529RIO4Y', 'Logon ID:  0x1ba0e', 'Policy For Account:', ' Security ID:  S-1-5-21-3108364787-189202583-342365621-1002', 'Policy Change Details:', ' Category: System', 'Subcategory: Security State Change', 'Subcategory GUID: {0cce9210-69ae-11d9-bed3-505054503030}', 'Changes: Success include added']"
Central Access Policy on the object was changed. Subject: Security ID:  %1 Account Name:  %2 Account Domain:  %3 Logon ID:   %4 Object: Object Server:  %5 Object Type:  %6 Object Name:  %7 Handle ID:   %8 Process Information: Process ID:  %11 Process Name:  %12 Central Policy ID: Original Security Descriptor:  %9 New Security Descriptor:   %10 ,4913,"['Central Access Policy on the object was changed.', 'Subject:', 'Security ID:  %1', 'Account Name:  %2', 'Account Domain:  %3', 'Logon ID:   %4', 'Object:', 'Object Server:  %5', 'Object Type:  %6', 'Object Name:  %7', 'Handle ID:   %8', 'Process Information:', 'Process ID:  %11', 'Process Name:  %12', 'Central Policy ID:', 'Original Security Descriptor:  %9', 'New Security Descriptor:   %10']"
"An Active Directory replica source naming context was established. Destination DRA: CN=NTDS Settings,CN=WIN-R9H529RIO4Y,CN=Servers,CN=Default-First-Site-Name,CN=Sites,CN=Configuration,DC=acme-fr,DC=local Source DRA: CN=NTDS Settings,CN=WIN-857ZZX6RQHL,CN=Servers,CN=Default-First-Site-Name,CN=Sites,CN=Configuration,DC=acme-fr,DC=local Source Address: 0b63afed-1e41-43a3-8bc2-f33dc33942ea._msdcs.acme-fr.local Naming Context: DC=acme-fr,DC=local Options: 352 Status Code: 0  ",4928,"['An Active Directory replica source naming context was established.', 'Destination DRA: CN=NTDS Settings,CN=WIN-R9H529RIO4Y,CN=Servers,CN=Default-First-Site-Name,CN=Sites,CN=Configuration,DC=acme-fr,DC=local', 'Source DRA: CN=NTDS Settings,CN=WIN-857ZZX6RQHL,CN=Servers,CN=Default-First-Site-Name,CN=Sites,CN=Configuration,DC=acme-fr,DC=local', 'Source Address: 0b63afed-1e41-43a3-8bc2-f33dc33942ea._msdcs.acme-fr.local', 'Naming Context: DC=acme-fr,DC=local', 'Options: 352', 'Status Code: 0']"
An Active Directory replica source naming context was removed. Destination DRA: %1 Source DRA: %2 Source Address: %3 Naming Context: %4 Options: %5 Status Code: %6  ,4929,"['An Active Directory replica source naming context was removed.', 'Destination DRA: %1', 'Source DRA: %2', 'Source Address: %3', 'Naming Context: %4', 'Options: %5', 'Status Code: %6']"
