DICT,EX,ID,LIST,REG
"{'Description': 'User / Device claims information.', 'SubjectSID': '%1', 'SubjectAccountName': '%2', 'SubjectAccountDomain': '%3', 'SubjectLogonID': '%4', 'SubjectLogonType': '%9', 'NewLogonSecurityID': '%5', 'NewLogonAccountName': '%6', 'NewLogonAccountDomain': '%7', 'NewLogonLogonID': '%8', 'NewLogonEventinsequence': '%10 of %11', 'NewLogonUserClaims': '%12', 'NewLogonDeviceClaims': '%13 '}",User / Device claims information. Subject: Security ID:  %1 Account Name:  %2 Account Domain:  %3 Logon ID:   %4 Logon Type:    %9 New Logon: Security ID:  %5 Account Name:  %6 Account Domain:  %7 Logon ID:   %8 Event in sequence:  %10 of %11 User Claims:   %12 Device Claims:   %13 ,4626,"['User / Device claims information.', 'Subject:', 'Security ID:  %1', 'Account Name:  %2', 'Account Domain:  %3', 'Logon ID:   %4', 'Logon Type:    %9', 'New Logon:', 'Security ID:  %5', 'Account Name:  %6', 'Account Domain:  %7', 'Logon ID:   %8', 'Event in sequence:  %10 of %11', 'User Claims:   %12', 'Device Claims:   %13']",(?P<Description>.*)\s+Subject:(?:\s+|\S)Security ID:(?:\s+|\S)(?P<SubjectSID>.*)\s+Account Name:(?:\s+|\S)(?P<SubjectAccountName>.*)\s+Account Domain:(?:\s+|\S)(?P<SubjectAccountDomain>.*)\s+Logon ID:(?:\s+|\S)(?P<SubjectLogonID>.*)\s+Logon Type:(?:\s+|\S)(?P<SubjectLogonType>.*)\s+New Logon:(?:\s+|\S)Security ID:(?:\s+|\S)(?P<NewLogonSecurityID>.*)\s+Account Name:(?:\s+|\S)(?P<NewLogonAccountName>.*)\s+Account Domain:(?:\s+|\S)(?P<NewLogonAccountDomain>.*)\s+Logon ID:(?:\s+|\S)(?P<NewLogonLogonID>.*)\s+Event in sequence:(?:\s+|\S)(?P<NewLogonEventinsequence>.*)\s+User Claims:(?:\s+|\S)(?P<NewLogonUserClaims>.*)\s+Device Claims:(?:\s+|\S)(?P<NewLogonDeviceClaims>.*)
"{'Description': 'Group membership information.', 'SubjectSID': 'AzureAD\\RandyFranklinSmith ', 'SubjectAccountName': 'RandyFranklinSmith ', 'SubjectAccountDomain': 'AzureAD ', 'SubjectLogonID': '0x7A202', 'SubjectLogonType': '2', 'NewLogonSecurityID': 'DESKTOP-TMO9MI9\\Administrator ', 'NewLogonAccountName': 'Administrator ', 'NewLogonAccountDomain': 'DESKTOP-TMO9MI9 ', 'NewLogonLogonID': '0x1D80AF1', 'NewLogonEventinsequence': '1 of 1', 'Description2': 'DESKTOP-TMO9MI9\\None  Everyone  NT AUTHORITY\\Local account and member of Administrators group  BUILTIN\\Administrators  BUILTIN\\Users  NT AUTHORITY\\INTERACTIVE  CONSOLE LOGON  NT AUTHORITY\\Authenticated Users  NT AUTHORITY\\This Organization  NT AUTHORITY\\Authenticated Users3  LOCAL  NT AUTHORITY\\NTLM Authentication  Mandatory Label\\High Mandatory Level  '}",Group membership information. Subject:  Security ID: AzureAD\RandyFranklinSmith  Account Name: RandyFranklinSmith  Account Domain: AzureAD  Logon ID: 0x7A202 Logon Type:  2 New Logon:   Security ID: DESKTOP-TMO9MI9\Administrator  Account Name: Administrator  Account Domain: DESKTOP-TMO9MI9  Logon ID: 0x1D80AF1 Event in sequence: 1 of 1 Group Membership:  DESKTOP-TMO9MI9\None  Everyone  NT AUTHORITY\Local account and member of Administrators group  BUILTIN\Administrators  BUILTIN\Users  NT AUTHORITY\INTERACTIVE  CONSOLE LOGON  NT AUTHORITY\Authenticated Users  NT AUTHORITY\This Organization  NT AUTHORITY\Authenticated Users3  LOCAL  NT AUTHORITY\NTLM Authentication  Mandatory Label\High Mandatory Level  ,4627,"['Group membership information.', 'Subject:', 'Security ID:AzureAD\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\RandyFranklinSmith', 'Account Name:RandyFranklinSmith', 'Account Domain:AzureAD', 'Logon ID:0x7A202', 'Logon Type:2', 'New Logon:', ' Security ID:DESKTOP-TMO9MI9\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\Administrator', 'Account Name:Administrator', 'Account Domain:DESKTOP-TMO9MI9', 'Logon ID:0x1D80AF1', 'Event in sequence:1 of 1', 'Group Membership:', 'DESKTOP-TMO9MI9\\None  Everyone  NT AUTHORITY\\Local account and member of Administrators group  BUILTIN\\Administrators  BUILTIN\\Users  NT AUTHORITY\\INTERACTIVE  CONSOLE LOGON  NT AUTHORITY\\Authenticated Users  NT AUTHORITY\\This Organization  NT AUTHORITY\\Authenticated Users3  LOCAL  NT AUTHORITY\\NTLM Authentication  Mandatory Label\\High Mandatory Leve ']",(?P<Description>.*)\s+Subject:(?:\s+|\S)Security ID:(?:\s+|\S)(?P<SubjectSID>.*)\s+Account Name:(?:\s+|\S)(?P<SubjectAccountName>.*)\s+Account Domain:(?:\s+|\S)(?P<SubjectAccountDomain>.*)\s+Logon ID:(?:\s+|\S)(?P<SubjectLogonID>.*)\s+Logon Type:(?:\s+|\S)(?P<SubjectLogonType>.*)\s+New Logon:(?:\s+|\S) Security ID:(?:\s+|\S)(?P<NewLogonSecurityID>.*)\s+Account Name:(?:\s+|\S)(?P<NewLogonAccountName>.*)\s+Account Domain:(?:\s+|\S)(?P<NewLogonAccountDomain>.*)\s+Logon ID:(?:\s+|\S)(?P<NewLogonLogonID>.*)\s+Event in sequence:(?:\s+|\S)(?P<NewLogonEventinsequence>.*)\s+Group Membership:(?:\s+|\S)(?P<Description2>.*)
"{'Description': 'An account was logged off.', 'SubjectSID': 'ANONYMOUS LOGON', 'SubjectAccountName': 'ANONYMOUS LOGON', 'SubjectAccountDomain': 'NT AUTHORITY', 'SubjectLogonID': '0x149be', 'SubjectLogonType': '3 '}",An account was logged off. Subject: Security ID:  ANONYMOUS LOGON Account Name:  ANONYMOUS LOGON Account Domain:  NT AUTHORITY Logon ID:  0x149be Logon Type: 3 ,4634,"['An account was logged off.', 'Subject:', 'Security ID:  ANONYMOUS LOGON', 'Account Name:  ANONYMOUS LOGON', 'Account Domain:  NT AUTHORITY', 'Logon ID:  0x149be', 'Logon Type: 3']",(?P<Description>.*)\s+Subject:(?:\s+|\S)Security ID:(?:\s+|\S)(?P<SubjectSID>.*)\s+Account Name:(?:\s+|\S)(?P<SubjectAccountName>.*)\s+Account Domain:(?:\s+|\S)(?P<SubjectAccountDomain>.*)\s+Logon ID:(?:\s+|\S)(?P<SubjectLogonID>.*)\s+Logon Type:(?:\s+|\S)(?P<SubjectLogonType>.*)
{},,4646,[''],
"{'SubjectSID': 'WIN-R9H529RIO4Y\\Administrator', 'SubjectAccountName': 'Administrator', 'SubjectAccountDomain': 'WIN-R9H529RIO4Y', 'SubjectLogonID': '0x19f4c  '}",User initiated logoff: Subject: Security ID: WIN-R9H529RIO4Y\Administrator Account Name: Administrator Account Domain: WIN-R9H529RIO4Y Logon ID: 0x19f4c  ,4647,"['User initiated logoff:', 'Subject:', 'Security ID: WIN-R9H529RIO4Y\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\Administrator', 'Account Name: Administrator', 'Account Domain: WIN-R9H529RIO4Y', 'Logon ID: 0x19f4c']",User initiated logoff:(?:\s+|\S)Subject:(?:\s+|\S)Security ID:(?:\s+|\S)(?P<SubjectSID>.*)\s+Account Name:(?:\s+|\S)(?P<SubjectAccountName>.*)\s+Account Domain:(?:\s+|\S)(?P<SubjectAccountDomain>.*)\s+Logon ID:(?:\s+|\S)(?P<SubjectLogonID>.*)
"{'Description': 'A logon was attempted using explicit credentials.', 'SubjectSID': 'WIN-R9H529RIO4Y\\Administrator', 'SubjectAccountName': 'Administrator', 'SubjectAccountDomain': 'WIN-R9H529RIO4Y', 'SubjectLogonID': '0x1ba0e', 'SubjectLogonGUID': '{00000000-0000-0000-0000-000000000000}', 'AccountWhoseCredentialsWereUsedAccountName': 'rsmith@mtg.com', 'AccountWhoseCredentialsWereUsedAccountDomain': 'WIN-R9H529RIO4Y', 'AccountWhoseCredentialsWereUsedLogonGUID': '{00000000-0000-0000-0000-000000000000}', 'TargetServerTargetServerName': 'sp01.IceMAIL.com', 'TargetServerAdditionalInformation': 'sp01.IceMAIL.com', 'ProviderInformationProviderID': '0x77c', 'ProviderInformationProviderName': 'C:\\Program Files\\Internet Explorer\\iexplore.exe', 'NetworkInformationNetworkAddress': '-', 'NetworkInformationPort': '-  '}",A logon was attempted using explicit credentials. Subject: Security ID:  WIN-R9H529RIO4Y\Administrator Account Name:  Administrator Account Domain:  WIN-R9H529RIO4Y Logon ID:  0x1ba0e Logon GUID:  {00000000-0000-0000-0000-000000000000} Account Whose Credentials Were Used: Account Name:  rsmith@mtg.com Account Domain:  WIN-R9H529RIO4Y Logon GUID:  {00000000-0000-0000-0000-000000000000} Target Server: Target Server Name: sp01.IceMAIL.com Additional Information: sp01.IceMAIL.com Process Information: Process ID:  0x77c Process Name:  C:\Program Files\Internet Explorer\iexplore.exe Network Information: Network Address: - Port:  -  ,4648,"['A logon was attempted using explicit credentials.', 'Subject:', 'Security ID:  WIN-R9H529RIO4Y\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\Administrator', 'Account Name:  Administrator', 'Account Domain:  WIN-R9H529RIO4Y', 'Logon ID:  0x1ba0e', 'Logon GUID:  {00000000-0000-0000-0000-000000000000}', 'Account Whose Credentials Were Used:', 'Account Name:  rsmith@mtg.com', 'Account Domain:  WIN-R9H529RIO4Y', 'Logon GUID:  {00000000-0000-0000-0000-000000000000}', 'Target Server:', 'Target Server Name: sp01.IceMAIL.com', 'Additional Information: sp01.IceMAIL.com', 'Process Information:', 'Process ID:  0x77c', 'Process Name:  C:\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\Program Files\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\Internet Explorer\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\iexplore.exe', 'Network Information:', 'Network Address: -', 'Port:  -']",(?P<Description>.*)\s+Subject:(?:\s+|\S)Security ID:(?:\s+|\S)(?P<SubjectSID>.*)\s+Account Name:(?:\s+|\S)(?P<SubjectAccountName>.*)\s+Account Domain:(?:\s+|\S)(?P<SubjectAccountDomain>.*)\s+Logon ID:(?:\s+|\S)(?P<SubjectLogonID>.*)\s+Logon GUID:(?:\s+|\S)(?P<SubjectLogonGUID>.*)\s+Account Whose Credentials Were Used:(?:\s+|\S)Account Name:(?:\s+|\S)(?P<AccountWhoseCredentialsWereUsedAccountName>.*)\s+Account Domain:(?:\s+|\S)(?P<AccountWhoseCredentialsWereUsedAccountDomain>.*)\s+Logon GUID:(?:\s+|\S)(?P<AccountWhoseCredentialsWereUsedLogonGUID>.*)\s+Target Server:(?:\s+|\S)Target Server Name:(?:\s+|\S)(?P<TargetServerTargetServerName>.*)\s+Additional Information:(?:\s+|\S)(?P<TargetServerAdditionalInformation>.*)\s+Process Information:(?:\s+|\S)Process ID:(?:\s+|\S)(?P<ProviderInformationProviderID>.*)\s+Process Name:(?:\s+|\S)(?P<ProviderInformationProviderName>.*)\s+Network Information:(?:\s+|\S)Network Address:(?:\s+|\S)(?P<NetworkInformationNetworkAddress>.*)\s+Port:(?:\s+|\S)(?P<NetworkInformationPort>.*)
"{'Description': 'A replay attack was detected.', 'SubjectSID': '%1', 'SubjectAccountName': '%2', 'SubjectAccountDomain': '%3', 'SubjectLogonID': '%4', 'CredentialsWhichWereReplayedAccountName': '%5', 'CredentialsWhichWereReplayedAccountDomain': '%6', 'ProviderInformationProviderID': '%12', 'ProviderInformationProviderName': '%13', 'NetworkInformationWorkstationName': '%10', 'DetailedAuthenticationInformationRequestType': '%7', 'DetailedAuthenticationInformationLogonProcess': '%8', 'DetailedAuthenticationInformationAuthenticationPackage': '%9', 'DetailedAuthenticationInformationTransitedServices': '%11 This event indicates that a Kerberos replay attack was detected- a request was received twice with identical information. This condition could be caused by network misconfiguration. '}",A replay attack was detected. Subject: Security ID:  %1 Account Name:  %2 Account Domain:  %3 Logon ID:  %4 Credentials Which Were Replayed: Account Name:  %5 Account Domain:  %6 Process Information: Process ID:  %12 Process Name:  %13 Network Information: Workstation Name: %10 Detailed Authentication Information: Request Type:  %7 Logon Process:  %8 Authentication Package: %9 Transited Services: %11 This event indicates that a Kerberos replay attack was detected- a request was received twice with identical information. This condition could be caused by network misconfiguration. ,4649,"['A replay attack was detected.', 'Subject:', 'Security ID:  %1', 'Account Name:  %2', 'Account Domain:  %3', 'Logon ID:  %4', 'Credentials Which Were Replayed:', 'Account Name:  %5', 'Account Domain:  %6', 'Process Information:', 'Process ID:  %12', 'Process Name:  %13', 'Network Information:', 'Workstation Name: %10', 'Detailed Authentication Information:', 'Request Type:  %7', 'Logon Process:  %8', 'Authentication Package: %9', 'Transited Services: %11']",(?P<Description>.*)\s+Subject:(?:\s+|\S)Security ID:(?:\s+|\S)(?P<SubjectSID>.*)\s+Account Name:(?:\s+|\S)(?P<SubjectAccountName>.*)\s+Account Domain:(?:\s+|\S)(?P<SubjectAccountDomain>.*)\s+Logon ID:(?:\s+|\S)(?P<SubjectLogonID>.*)\s+Credentials Which Were Replayed:(?:\s+|\S)Account Name:(?:\s+|\S)(?P<CredentialsWhichWereReplayedAccountName>.*)\s+Account Domain:(?:\s+|\S)(?P<CredentialsWhichWereReplayedAccountDomain>.*)\s+Process Information:(?:\s+|\S)Process ID:(?:\s+|\S)(?P<ProviderInformationProviderID>.*)\s+Process Name:(?:\s+|\S)(?P<ProviderInformationProviderName>.*)\s+Network Information:(?:\s+|\S)Workstation Name:(?:\s+|\S)(?P<NetworkInformationWorkstationName>.*)\s+Detailed Authentication Information:(?:\s+|\S)Request Type:(?:\s+|\S)(?P<DetailedAuthenticationInformationRequestType>.*)\s+Logon Process:(?:\s+|\S)(?P<DetailedAuthenticationInformationLogonProcess>.*)\s+Authentication Package:(?:\s+|\S)(?P<DetailedAuthenticationInformationAuthenticationPackage>.*)\s+Transited Services:(?:\s+|\S)(?P<DetailedAuthenticationInformationTransitedServices>.*)
"{'Description': 'An IPsec Main Mode security association was established. Extended Mode was not enabled. Certificate authentication was not used.', 'LocalEndpointPrincipalName': 'jsmith@srv1.dmn', 'LocalEndpointNetworkAddress': '10.40.1.123', 'LocalEndpointKeyingModulePort': '500', 'RemoteEndpointPrincipalName': 'DMN/SRV2$', 'RemoteEndpointNetworkAddress': '10.40.1.101', 'RemoteEndpointKeyingModulePort': '500', 'SecurityAssociationInformationLifetimeminutes': '480', 'SecurityAssociationInformationQuickModeLimit': '0', 'SecurityAssociationInformationMainModeSAID': '9', 'CryptographicInformationCipherAlgorithm': '3DES', 'CryptographicInformationIntegrityAlgorithm': 'SHA1', 'CryptographicInformationDiffieHellmanGroup': 'DH group 2', 'AdditionalInformationKeyingModuleName': 'IKEv1', 'AdditionalInformationAuthenticationMethod': 'Kerberos', 'AdditionalInformationRole': 'Responder', 'AdditionalInformationImpersonationState': 'Not enabled', 'AdditionalInformationMainModeFilterID': '71695 '}",An IPsec Main Mode security association was established. Extended Mode was not enabled. Certificate authentication was not used. Local Endpoint: Principal Name:  jsmith@srv1.dmn Network Address: 10.40.1.123 Keying Module Port: 500 Remote Endpoint: Principal Name:  DMN/SRV2$ Network Address: 10.40.1.101 Keying Module Port: 500 Security Association Information: Lifetime (minutes): 480 Quick Mode Limit:  0 Main Mode SA ID: 9 Cryptographic Information: Cipher Algorithm: 3DES Integrity Algorithm:  SHA1 Diffie-Hellman Group:  DH group 2 Additional Information: Keying Module Name:  IKEv1 Authentication Method: Kerberos Role: Responder Impersonation State:  Not enabled Main Mode Filter ID:  71695 ,4650,"['An IPsec Main Mode security association was established. Extended Mode was not enabled. Certificate authentication was not used.', 'Local Endpoint:', 'Principal Name:  jsmith@srv1.dmn', 'Network Address: 10.40.1.123', 'Keying Module Port: 500', 'Remote Endpoint:', 'Principal Name:  DMN/SRV2$', 'Network Address: 10.40.1.101', 'Keying Module Port: 500', 'Security Association Information:', 'Lifetime (minutes): 480', 'Quick Mode Limit:  0', 'Main Mode SA ID: 9', 'Cryptographic Information:', 'Cipher Algorithm: 3DES', 'Integrity Algorithm:  SHA1', 'Diffie-Hellman Group:  DH group 2', 'Additional Information:', 'Keying Module Name:  IKEv1', 'Authentication Method: Kerberos', 'Role: Responder', 'Impersonation State:  Not enabled', 'Main Mode Filter ID:  71695']",(?P<Description>.*)\s+Local Endpoint:(?:\s+|\S)Principal Name:(?:\s+|\S)(?P<LocalEndpointPrincipalName>.*)\s+Network Address:(?:\s+|\S)(?P<LocalEndpointNetworkAddress>.*)\s+Keying Module Port:(?:\s+|\S)(?P<LocalEndpointKeyingModulePort>.*)\s+Remote Endpoint:(?:\s+|\S)Principal Name:(?:\s+|\S)(?P<RemoteEndpointPrincipalName>.*)\s+Network Address:(?:\s+|\S)(?P<RemoteEndpointNetworkAddress>.*)\s+Keying Module Port:(?:\s+|\S)(?P<RemoteEndpointKeyingModulePort>.*)\s+Security Association Information:(?:\s+|\S)Lifetime \(minutes\):(?:\s+|\S)(?P<SecurityAssociationInformationLifetimeminutes>.*)\s+Quick Mode Limit:(?:\s+|\S)(?P<SecurityAssociationInformationQuickModeLimit>.*)\s+Main Mode SA ID:(?:\s+|\S)(?P<SecurityAssociationInformationMainModeSAID>.*)\s+Cryptographic Information:(?:\s+|\S)Cipher Algorithm:(?:\s+|\S)(?P<CryptographicInformationCipherAlgorithm>.*)\s+Integrity Algorithm:(?:\s+|\S)(?P<CryptographicInformationIntegrityAlgorithm>.*)\s+Diffie-Hellman Group:(?:\s+|\S)(?P<CryptographicInformationDiffieHellmanGroup>.*)\s+Additional Information:(?:\s+|\S)Keying Module Name:(?:\s+|\S)(?P<AdditionalInformationKeyingModuleName>.*)\s+Authentication Method:(?:\s+|\S)(?P<AdditionalInformationAuthenticationMethod>.*)\s+Role:(?:\s+|\S)(?P<AdditionalInformationRole>.*)\s+Impersonation State:(?:\s+|\S)(?P<AdditionalInformationImpersonationState>.*)\s+Main Mode Filter ID:(?:\s+|\S)(?P<AdditionalInformationMainModeFilterID>.*)
"{'Description': 'An IPsec Main Mode security association was established. Extended Mode was not enabled. A certificate was used for authentication.', 'LocalEndpointPrincipalName': '%1', 'LocalEndpointNetworkAddress': '%9', 'LocalEndpointKeyingModulePort': '%10', 'LocalCertificateSHAThumbprint': '%2', 'LocalCertificateIssuingCA': '%3', 'LocalCertificateRootCA': '%4', 'RemoteEndpointPrincipalName': '%5', 'RemoteEndpointNetworkAddress': '%11', 'RemoteEndpointKeyingModulePort': '%12', 'RemoteCertificateSHAthumbprint': '%6', 'RemoteCertificateIssuingCA': '%7', 'RemoteCertificateRootCA': '%8', 'CryptographicInformationCipherAlgorithm': '%15', 'CryptographicInformationIntegrityAlgorithm': '%16', 'CryptographicInformationDiffieHellmanGroup': '%17', 'SecurityAssociationInformationLifetimeminutes': '%18', 'SecurityAssociationInformationQuickModeLimit': '%19', 'SecurityAssociationInformationMainModeSAID': '%23', 'AdditionalInformationKeyingModuleName': '%13', 'AdditionalInformationAuthenticationMethod': '%14', 'AdditionalInformationRole': '%20', 'AdditionalInformationImpersonationState': '%21', 'AdditionalInformationMainModeFilterID': '%22 '}",An IPsec Main Mode security association was established. Extended Mode was not enabled. A certificate was used for authentication. Local Endpoint: Principal Name: %1 Network Address: %9 Keying Module Port: %10 Local Certificate: SHA Thumbprint: %2 Issuing CA:  %3 Root CA:  %4 Remote Endpoint: Principal Name: %5 Network Address: %11 Keying Module Port: %12 Remote Certificate: SHA thumbprint:  %6 Issuing CA:  %7 Root CA:  %8 Cryptographic Information: Cipher Algorithm: %15 Integrity Algorithm: %16 Diffie-Hellman Group: %17 Security Association Information: Lifetime (minutes): %18 Quick Mode Limit: %19 Main Mode SA ID: %23 Additional Information: Keying Module Name: %13 Authentication Method: %14 Role: %20 Impersonation State: %21 Main Mode Filter ID: %22 ,4651,"['An IPsec Main Mode security association was established. Extended Mode was not enabled. A certificate was used for authentication.', 'Local Endpoint:', 'Principal Name: %1', 'Network Address: %9', 'Keying Module Port: %10', 'Local Certificate:', 'SHA Thumbprint: %2', 'Issuing CA:  %3', 'Root CA:  %4', 'Remote Endpoint:', 'Principal Name: %5', 'Network Address: %11', 'Keying Module Port: %12', 'Remote Certificate:', 'SHA thumbprint:  %6', 'Issuing CA:  %7', 'Root CA:  %8', 'Cryptographic Information:', 'Cipher Algorithm: %15', 'Integrity Algorithm: %16', 'Diffie-Hellman Group: %17', 'Security Association Information:', 'Lifetime (minutes): %18', 'Quick Mode Limit: %19', 'Main Mode SA ID: %23', 'Additional Information:', 'Keying Module Name: %13', 'Authentication Method: %14', 'Role: %20', 'Impersonation State: %21', 'Main Mode Filter ID: %22']",(?P<Description>.*)\s+Local Endpoint:(?:\s+|\S)Principal Name:(?:\s+|\S)(?P<LocalEndpointPrincipalName>.*)\s+Network Address:(?:\s+|\S)(?P<LocalEndpointNetworkAddress>.*)\s+Keying Module Port:(?:\s+|\S)(?P<LocalEndpointKeyingModulePort>.*)\s+Local Certificate:(?:\s+|\S)SHA Thumbprint:(?:\s+|\S)(?P<LocalCertificateSHAThumbprint>.*)\s+Issuing CA:(?:\s+|\S)(?P<LocalCertificateIssuingCA>.*)\s+Root CA:(?:\s+|\S)(?P<LocalCertificateRootCA>.*)\s+Remote Endpoint:(?:\s+|\S)Principal Name:(?:\s+|\S)(?P<RemoteEndpointPrincipalName>.*)\s+Network Address:(?:\s+|\S)(?P<RemoteEndpointNetworkAddress>.*)\s+Keying Module Port:(?:\s+|\S)(?P<RemoteEndpointKeyingModulePort>.*)\s+Remote Certificate:(?:\s+|\S)SHA thumbprint:(?:\s+|\S)(?P<RemoteCertificateSHAthumbprint>.*)\s+Issuing CA:(?:\s+|\S)(?P<RemoteCertificateIssuingCA>.*)\s+Root CA:(?:\s+|\S)(?P<RemoteCertificateRootCA>.*)\s+Cryptographic Information:(?:\s+|\S)Cipher Algorithm:(?:\s+|\S)(?P<CryptographicInformationCipherAlgorithm>.*)\s+Integrity Algorithm:(?:\s+|\S)(?P<CryptographicInformationIntegrityAlgorithm>.*)\s+Diffie-Hellman Group:(?:\s+|\S)(?P<CryptographicInformationDiffieHellmanGroup>.*)\s+Security Association Information:(?:\s+|\S)Lifetime \(minutes\):(?:\s+|\S)(?P<SecurityAssociationInformationLifetimeminutes>.*)\s+Quick Mode Limit:(?:\s+|\S)(?P<SecurityAssociationInformationQuickModeLimit>.*)\s+Main Mode SA ID:(?:\s+|\S)(?P<SecurityAssociationInformationMainModeSAID>.*)\s+Additional Information:(?:\s+|\S)Keying Module Name:(?:\s+|\S)(?P<AdditionalInformationKeyingModuleName>.*)\s+Authentication Method:(?:\s+|\S)(?P<AdditionalInformationAuthenticationMethod>.*)\s+Role:(?:\s+|\S)(?P<AdditionalInformationRole>.*)\s+Impersonation State:(?:\s+|\S)(?P<AdditionalInformationImpersonationState>.*)\s+Main Mode Filter ID:(?:\s+|\S)(?P<AdditionalInformationMainModeFilterID>.*)
"{'Description': 'An IPsec Main Mode negotiation failed.', 'LocalEndpointPrincipalName': '%1', 'LocalEndpointNetworkAddress': '%9', 'LocalEndpointKeyingModulePort': '%10', 'LocalCertificateSHAThumbprint': '%2', 'LocalCertificateIssuingCA': '%3', 'LocalCertificateRootCA': '%4', 'RemoteEndpointPrincipalName': '%5', 'RemoteEndpointNetworkAddress': '%11', 'RemoteEndpointKeyingModulePort': '%12', 'RemoteCertificateSHAthumbprint': '%6', 'RemoteCertificateIssuingCA': '%7', 'RemoteCertificateRootCA': '%8', 'AdditionalInformationKeyingModuleName': '%13', 'AdditionalInformationAuthenticationMethod': '%16', 'AdditionalInformationRole': '%18', 'AdditionalInformationImpersonationState': '%19', 'AdditionalInformationMainModeFilterID': '%20', 'FailureInformationFailurePoint': '%14', 'FailureInformationFailureReason': '%15', 'FailureInformationState': '%17', 'FailureInformationInitiatorCookie': '%21', 'FailureInformationResponderCookie': '%22 '}",An IPsec Main Mode negotiation failed. Local Endpoint: Principal Name:  %1 Network Address: %9 Keying Module Port: %10 Local Certificate: SHA Thumbprint: %2 Issuing CA:  %3 Root CA:  %4 Remote Endpoint: Principal Name:  %5 Network Address: %11 Keying Module Port: %12 Remote Certificate: SHA thumbprint:  %6 Issuing CA:  %7 Root CA:  %8 Additional Information: Keying Module Name: %13 Authentication Method: %16 Role:  %18 Impersonation State: %19 Main Mode Filter ID: %20 Failure Information: Failure Point:  %14 Failure Reason:  %15 State:  %17 Initiator Cookie:  %21 Responder Cookie: %22 ,4652,"['An IPsec Main Mode negotiation failed.', 'Local Endpoint:', 'Principal Name:  %1', 'Network Address: %9', 'Keying Module Port: %10', 'Local Certificate:', 'SHA Thumbprint: %2', 'Issuing CA:  %3', 'Root CA:  %4', 'Remote Endpoint:', 'Principal Name:  %5', 'Network Address: %11', 'Keying Module Port: %12', 'Remote Certificate:', 'SHA thumbprint:  %6', 'Issuing CA:  %7', 'Root CA:  %8', 'Additional Information:', 'Keying Module Name: %13', 'Authentication Method: %16', 'Role:  %18', 'Impersonation State: %19', 'Main Mode Filter ID: %20', 'Failure Information:', 'Failure Point:  %14', 'Failure Reason:  %15', 'State:  %17', 'Initiator Cookie:  %21', 'Responder Cookie: %22']",(?P<Description>.*)\s+Local Endpoint:(?:\s+|\S)Principal Name:(?:\s+|\S)(?P<LocalEndpointPrincipalName>.*)\s+Network Address:(?:\s+|\S)(?P<LocalEndpointNetworkAddress>.*)\s+Keying Module Port:(?:\s+|\S)(?P<LocalEndpointKeyingModulePort>.*)\s+Local Certificate:(?:\s+|\S)SHA Thumbprint:(?:\s+|\S)(?P<LocalCertificateSHAThumbprint>.*)\s+Issuing CA:(?:\s+|\S)(?P<LocalCertificateIssuingCA>.*)\s+Root CA:(?:\s+|\S)(?P<LocalCertificateRootCA>.*)\s+Remote Endpoint:(?:\s+|\S)Principal Name:(?:\s+|\S)(?P<RemoteEndpointPrincipalName>.*)\s+Network Address:(?:\s+|\S)(?P<RemoteEndpointNetworkAddress>.*)\s+Keying Module Port:(?:\s+|\S)(?P<RemoteEndpointKeyingModulePort>.*)\s+Remote Certificate:(?:\s+|\S)SHA thumbprint:(?:\s+|\S)(?P<RemoteCertificateSHAthumbprint>.*)\s+Issuing CA:(?:\s+|\S)(?P<RemoteCertificateIssuingCA>.*)\s+Root CA:(?:\s+|\S)(?P<RemoteCertificateRootCA>.*)\s+Additional Information:(?:\s+|\S)Keying Module Name:(?:\s+|\S)(?P<AdditionalInformationKeyingModuleName>.*)\s+Authentication Method:(?:\s+|\S)(?P<AdditionalInformationAuthenticationMethod>.*)\s+Role:(?:\s+|\S)(?P<AdditionalInformationRole>.*)\s+Impersonation State:(?:\s+|\S)(?P<AdditionalInformationImpersonationState>.*)\s+Main Mode Filter ID:(?:\s+|\S)(?P<AdditionalInformationMainModeFilterID>.*)\s+Failure Information:(?:\s+|\S)Failure Point:(?:\s+|\S)(?P<FailureInformationFailurePoint>.*)\s+Failure Reason:(?:\s+|\S)(?P<FailureInformationFailureReason>.*)\s+State:(?:\s+|\S)(?P<FailureInformationState>.*)\s+Initiator Cookie:(?:\s+|\S)(?P<FailureInformationInitiatorCookie>.*)\s+Responder Cookie:(?:\s+|\S)(?P<FailureInformationResponderCookie>.*)
